target01,target02
0.3556424467938477,-0.1627815821415276
-0.049190976198145775,-0.10116807842942838
-0.10711571426867528,-1.4736669806663731
-0.12266185761401899,0.02646543722882609
-0.07507216235685174,-0.6592764950779852
0.3773800111120208,-0.23695485498535
-0.15140406603466194,-0.6919383959028358
-0.09562388068663524,-1.7696812613438715
0.2652775898336426,-1.590267710961897
-0.09575734484482634,-1.13235248229879
-0.09518674564419921,-0.20357932983527754
-0.15139072145155041,0.3475555754892349
-0.12451590022170556,-0.8475385641934515
0.013537188132835054,-0.5509988365455052
-0.1320451081058842,0.414365855653963
-0.06514356171310096,-2.2401894017030495
0.3398530494055968,-0.48737354490146456
0.4265785353602294,0.12181611726048902
0.21416223533728468,0.4002823169094245
0.33644340481066937,-1.9657346672267373
0.4165291610074081,-1.8800816789440138
-0.2504996356203955,0.27204532300114553
-0.18741373120833527,-0.12671153323244627
0.3111139443155404,-0.03341271254217831
0.0025875769517925418,-1.758009706004145
0.13076822498210866,-1.80761211687009
0.16369125590452083,-1.1149620685884951
0.14162720166240966,-0.6422902180703973
0.25465751538190756,-0.35064954383427027
-0.10293746072349533,0.1949395917618957
-0.11486391113988191,0.09568521215713773
0.11001388507514959,-1.820760780461057
0.12058245156534031,-0.4306859334971457
-0.09624138291129142,-0.16068680574038774
-0.09316355637305651,-0.36073316701571845
0.2843819146111999,-0.9867377394563162
-0.09306858117243663,-1.057375992862241
-0.27091384394447693,-0.21599614783013088
0.08352133738388079,-0.5385630802086587
0.35863739510400416,-0.9802692312402421
0.19315419423116914,-1.1053476625211351
0.154505505451416,-0.24234956789936277
0.29337468097358066,0.05512689698285707
0.3833284524807812,-0.3313315056580416
-0.23221928317835336,-0.23442944504461785
0.4870139334210708,0.032896862752501976
0.1464204645236477,-0.34998933408310734
0.4461127902769423,-0.664454258104404
0.26959203080964267,-0.8545615755945223
-0.12503305290757522,-0.24795479766565026
0.2707005319078606,-1.4135314825924394
0.12883797412437836,-0.41638085764459887
0.45022004708746044,-1.1372569782298174
0.534208567614586,-2.468963281583833
0.01126577027379938,-0.2117782716082111
0.25568010271900554,-1.0804981067051052
0.16205150403129304,0.26564859656158596
0.2748011128138772,-1.0813254334359166
-0.10969748332550366,-1.2067246380777037
-0.10419939315548371,0.3492318692182517
-0.12626628575370197,-1.0273953427015137
-0.09857676539257024,-1.007898104218065
0.2514713106502261,-0.13308923672718678
0.45952210546751004,-0.8134309077439015
0.09194042389204221,-0.5891165710401268
-0.23043891395325608,-0.26247085146703675
-0.07953807836538498,-1.2885432366734393
0.42922823570771707,-0.26240406613080325
0.28493180871154455,-0.2092044564860147
-0.2902608841842155,-1.1496656887408339
-0.0654760899501147,-0.5894855999291617
0.4194637172564266,-0.16737354866196402
-0.06936732147002228,-0.031157843673183583
0.37021803066613457,0.15928818848221185
0.2631318047598499,-2.3048548076368522
0.18994880402057052,-1.1953125393342439
-0.19588962295943996,0.03731181306676511
0.18274434836147446,-0.8151581838483131
0.26672245358443336,-0.47139544730512334
-0.19646134215442473,-0.5405018241008108
-0.09126582095899496,-1.2418590952043305
-0.31322321290745053,-0.6572776562363161
0.28879604992837693,-0.6578118270014397
-0.2184384642532051,-1.2566517368781944
0.020265659728941787,-0.13395292327928093
-0.16522522143609514,-0.6813348576276221
0.3056768679838544,-0.8768391443043919
